iter	RMSE
455	0.07737415603
456	0.07734446358
457	0.07729080502
458	0.07726441098
459	0.07722771398
460	0.07713653989
461	0.0770874494
462	0.07704273424
463	0.07703325144
464	0.07700623063
465	0.07698320805
466	0.07692986487
467	0.07683976231
468	0.07678737701
469	0.07676626255
470	0.07673312343
471	0.07669171512
472	0.07666235348
473	0.07663995868
474	0.07660405358
475	0.07658955916
476	0.07654657651
477	0.07647203754
478	0.07644661836
479	0.07643800928
480	0.07640074007
481	0.07635640406
482	0.07634041876
483	0.0763139245
484	0.07628147844
485	0.07627728467
486	0.07623443443
487	0.0762056602
488	0.07618431779
489	0.0761454198
490	0.07612147083
491	0.07609321218
492	0.07607241721
493	0.07604876375
494	0.07604291792
495	0.07601774758
496	0.07599385114
497	0.07595733163
498	0.07592755279
499	0.07590107596
500	0.07586550228
501	0.07583190894
502	0.07579936159
503	0.07576633894
504	0.07574790968
505	0.07572153308
506	0.07569845539
507	0.07564291891
508	0.07558059785
509	0.07554940069
510	0.07552358383
511	0.07545291827
512	0.07541926169
513	0.07539673961
514	0.07537136331
515	0.07533337395
516	0.07531653632
517	0.07529096617
518	0.07528035171
519	0.07526604853
520	0.0752358576
521	0.07521869368
522	0.07515601599
523	0.07513111838
524	0.07510451782
525	0.07506574546
526	0.07505054334
527	0.07503238852
528	0.07498816132
529	0.07495719486
530	0.07489886277
531	0.07488721051
532	0.07484528276
533	0.07480896187
534	0.07478625356
535	0.07474849512
536	0.07471926595
537	0.07469743475
538	0.07466613015
539	0.07465063961
540	0.07463173512
541	0.0745994923
542	0.07455671125
543	0.07450336507
544	0.07448226554
545	0.0744551876
546	0.0744308593
547	0.07440501204
548	0.07439077811
549	0.07438025098
550	0.07435929215
551	0.07432836589
552	0.07430648033
553	0.07427992381
554	0.07427461895
555	0.07425160262
556	0.07420746263
557	0.07418352065
558	0.07416226868
559	0.07413719104
560	0.07410023472
561	0.07406783003
562	0.07405483707
563	0.07404490841
564	0.07403628904
565	0.07401371566
566	0.07398869792
567	0.07397519497
568	0.07395427101
569	0.07390533737
570	0.07386234956
571	0.07385281254
572	0.07383288661
573	0.07377552976
574	0.07376186058
575	0.07370228901
576	0.07368513552
577	0.07363921785
578	0.07362049718
579	0.07359047779
580	0.07354743783
581	0.07352780696
582	0.07351429885
583	0.07349667048
584	0.07345588893
585	0.07344276975
586	0.07342712955
587	0.07339171765
588	0.07336661596
589	0.07331967553
590	0.07331090853
591	0.0732834361
592	0.07323436239
593	0.07320751061
594	0.07319623527
595	0.07316043136
596	0.07313246333
597	0.07310651578
598	0.07307975944
599	0.07305038149
600	0.07303294535
601	0.07301974717
602	0.07299938308
603	0.07296842076
604	0.0729599935
605	0.072940902
606	0.07292105135
607	0.07289643329
608	0.07284228297
609	0.0728064035
610	0.07277912917
611	0.07276340327
612	0.07274120819
613	0.07271950574
614	0.07270039964
615	0.07268994259
616	0.07266670156
617	0.0726487738
618	0.07263059415
619	0.0726003001
620	0.07258218032
621	0.07256371021
622	0.07255223005
623	0.07252577005
624	0.07250933232
625	0.07250364936
626	0.07248106161
627	0.07246939331
628	0.07240762383
629	0.07238468317
630	0.07236162581
631	0.0723389197
632	0.07231566469
633	0.07230089076
634	0.07228629397
635	0.07227055491
636	0.07225767066
637	0.07222835888
638	0.07220234695
639	0.07218871405
640	0.07216452496
641	0.07215866077
642	0.07214599088
643	0.07211163606
644	0.07205927025
645	0.07204383319
646	0.07203753372
647	0.07198696256
648	0.07196536256
649	0.07195197802
650	0.07193631667
651	0.07192607423
652	0.07191525455
653	0.07187812776
654	0.07185185603
655	0.07180713201
656	0.07178566408
657	0.07173410037
658	0.07170137455
659	0.07166517129
660	0.07162588148
661	0.07159801791
662	0.0715793118
663	0.07155919616
664	0.07152882233
665	0.07150270744
666	0.07145157006
667	0.07143280951
668	0.07141013281
669	0.07138671146
670	0.0713671775
671	0.07135393592
672	0.07132882976
673	0.0713169965
674	0.0712945354
675	0.07127973023
676	0.07126675885
677	0.07124162392
678	0.07123205817
679	0.07121396033
680	0.07120072221
681	0.07115698989
682	0.07114368154
683	0.07109893384
684	0.07108837227
685	0.07106490787
686	0.07103245829
687	0.07102156307
688	0.07099568049
689	0.07097787938
690	0.07094203237
691	0.07091965373
692	0.0709092492
693	0.07089957468
694	0.07088168265
695	0.07087216564
696	0.07084244251
697	0.07081944096
698	0.07079735306
699	0.07076786507
700	0.07074890968
701	0.07073937146
702	0.07071181526
703	0.07070059983
704	0.07068187856
705	0.07065912516
706	0.07063894649
707	0.07062926508
708	0.07060899007
709	0.07059259218
710	0.07056398678
711	0.07051649457
712	0.07050063175
713	0.0704431789
714	0.07043664265
715	0.07041307517
716	0.07039085329
717	0.07036813668
718	0.07035454661
719	0.07031575278
720	0.07029719597
721	0.07025562201
722	0.07023419043
723	0.07020428538
724	0.07019496146
725	0.07017690353
726	0.07016563081
727	0.07013127902
728	0.07011286286
729	0.07009040934
730	0.07007798953
731	0.07006791578
732	0.07005554544
733	0.07004367611
734	0.07003011591
735	0.07002172367
736	0.06999806113
737	0.06997234409
738	0.0699658082
739	0.06994338104
740	0.06992230354
741	0.06989517272
742	0.06988830107
743	0.06987739891
744	0.06984247215
745	0.06982717569
746	0.06976888672
747	0.06973279609
748	0.06968800849
749	0.06967632537
750	0.06964172435
751	0.06963207391
752	0.06960766986
753	0.06958495459
754	0.06954797049
755	0.06952761751
756	0.06949129219
757	0.06947564938
758	0.06946318386
759	0.0694468807
760	0.06942804662
761	0.06940651527
762	0.06937748756
763	0.0693579112
764	0.0693406248
765	0.06931560403
766	0.0693074026
767	0.06927903952
768	0.06924413314
769	0.06923165439
770	0.06920761614
771	0.06917409479
772	0.06912628043
773	0.06910155785
774	0.0690826328
775	0.06907486708
776	0.06904346865
777	0.06903082215
778	0.06902223157
779	0.06900304674
780	0.06897553087
781	0.06895585904
782	0.06892259911
783	0.06890728621
784	0.06886254391
785	0.06885202231
786	0.06881936646
787	0.06879827718
788	0.0687745111
789	0.06875594711
790	0.06872021829
791	0.06870215995
792	0.06866628136
793	0.06863982364
794	0.06862944087
795	0.06861765011
796	0.06860456126
797	0.06857880922
798	0.06855771133
799	0.0685251828
800	0.06850259671
801	0.06849189152
802	0.06844909914
803	0.06843573595
804	0.06842869497
805	0.06842029214
806	0.06841020892
807	0.0684043282
808	0.06839453001
809	0.06836433988
810	0.06834578448
811	0.06833138696
812	0.06831886133
813	0.06830622899
814	0.06828764649
815	0.06827807818
816	0.06827032369
817	0.06824301291
818	0.0682277669
819	0.06822046271
820	0.06819336234
821	0.06818282806
822	0.06816140699
823	0.06813081188
824	0.06811719985
825	0.06808646489
826	0.06806628466
827	0.06803742175
828	0.06802674976
829	0.06801483765
830	0.06799675269
831	0.06798371275
832	0.06797158081
833	0.06795403153
834	0.06793934357
835	0.06791987882
836	0.06789557943
837	0.06787451297
838	0.06783318798
839	0.06781743965
840	0.06780882566
841	0.06778941318
842	0.06776379116
843	0.06773220556
844	0.06770637381
845	0.0676874957
846	0.06767128095
847	0.06763153664
848	0.06761654483
849	0.06760437356
850	0.06759004879
851	0.06757674819
852	0.06756372808
853	0.067536212
854	0.06751818918
855	0.0674964854
856	0.06748383715
857	0.06745599259
858	0.06740477033
859	0.06738526511
860	0.06735961158
861	0.06733797214
862	0.06732570482
863	0.06731544488
864	0.06729365151
865	0.0672808729
866	0.06726534729
867	0.06725147609
868	0.06724688458
869	0.06721815883
870	0.06719639179
871	0.06716776725
872	0.06716138847
873	0.06713161127
874	0.06709969194
875	0.06709363318
876	0.06708250317
877	0.06707390413
878	0.0670481974
879	0.06702012688
880	0.06700866552
881	0.06699209739
882	0.06698742709
883	0.06697548244
884	0.06696233202
885	0.06694776371
886	0.06691633399
887	0.06689580636
888	0.06688492858
889	0.06685497161
890	0.06684178925
891	0.06683045167
892	0.06680519443
893	0.06679665982
894	0.06675101822
895	0.06671972776
896	0.06669449583
897	0.06668159332
898	0.06664433482
899	0.06662089662
900	0.06660701816
901	0.06657551825
902	0.06655207389
903	0.06653364901
904	0.06651970203
905	0.0664958674
906	0.06648016125
907	0.06645486091
908	0.06642256344
909	0.06640830187
910	0.06639100906
911	0.06638233361
912	0.0663700706
913	0.06635355641
914	0.06634109441
915	0.06631534348
916	0.06630421974
917	0.066271156
918	0.06624864233
919	0.06622666156
920	0.06621054849
921	0.06619641906
922	0.06617469401
923	0.06615418101
924	0.06613440084
925	0.06611893049
926	0.0660837701
927	0.0660556077
928	0.06604094248
929	0.06602694762
930	0.06601669458
931	0.06600573626
932	0.06597941659
933	0.06596445518
934	0.06593165659
935	0.065918495
936	0.06590505534
937	0.06589581633
938	0.06588988657
939	0.06586509476
940	0.06585012337
941	0.06584038889
942	0.06582584082
943	0.06581005699
944	0.06578739428
945	0.06577819326
946	0.06576035099
947	0.06574797603
948	0.06573150954
949	0.06571545068
950	0.06567555541
951	0.06563387921
952	0.06562443446
953	0.06559761423
954	0.06556680316
955	0.0655360377
956	0.06551242319
957	0.06549918644
958	0.06548461647
959	0.06547420598
960	0.06545133135
961	0.0654442923
962	0.06544077262
963	0.06541547336
964	0.06539949836
965	0.06538241951
966	0.0653674881
967	0.06534944861
968	0.06534013332
969	0.06532769342
970	0.06531223184
971	0.06528604939
972	0.06527867358
973	0.06525948823
974	0.06524351495
975	0.0652253481
976	0.06520653267
977	0.06517685534
978	0.06517279606
979	0.06514841948
980	0.06513126054
981	0.06511354886
982	0.06510193667
983	0.06509702638
984	0.06508550062
985	0.06504756937
986	0.06503589474
987	0.06501712477
988	0.06500489619
989	0.06498251519
990	0.06496538692
991	0.06495228937
992	0.06490843066
993	0.06489054357
994	0.0648719917
995	0.06485809635
996	0.06483207169
997	0.06481726173
998	0.0648042642
999	0.06478094827
